Time,NO,PM10,PM2.5,AQI
6/30/2020 1:00,-0.47,4.93,3.45,14
6/30/2020 2:00,-0.67,3.38,2.17,9
6/30/2020 3:00,-0.72,5.57,3.18,13
6/30/2020 4:00,-0.15,6.57,3.83,16
6/30/2020 5:00,0.02,6.59,3.82,16
6/30/2020 6:00,1.72,10.73,5.18,22
6/30/2020 7:00,5.68,14.86,6.7,28
6/30/2020 8:00,8.44,12.63,6.24,26
6/30/2020 9:00,6.56,13.49,6.67,28
6/30/2020 9:01,0,0,0,0
6/30/2020 10:01,0,0,0,0
6/30/2020 12:00,5.17,9.63,5.7,24
6/30/2020 13:00,4.24,9.63,5.58,23
6/30/2020 14:00,3.11,10.32,5.62,23
6/30/2020 15:00,6.06,11.78,6.25,26
6/30/2020 16:00,7.08,13.51,7.19,30
6/30/2020 17:00,7.53,11.25,6.13,26
6/30/2020 18:00,15.41,9.3,4.95,21
6/30/2020 19:00,18.36,6.31,3.15,13
6/30/2020 20:00,11.97,5.62,3.24,14
6/30/2020 21:00,12.38,6.3,3.8,16
6/30/2020 22:00,18.18,6.78,4.69,20
6/30/2020 23:00,24,8.34,5.71,24
7/1/2020 0:00,13.9,6.36,4.74,20
7/1/2020 1:00,16.81,5.94,4.72,20
7/1/2020 2:00,13.83,6.23,4.79,20
7/1/2020 3:00,17.4,5.99,5.08,21
7/1/2020 4:00,13.01,5.88,5.06,21
7/1/2020 5:00,11.73,8.66,7.27,30
7/1/2020 6:00,5.46,6.61,5.89,25
7/1/2020 7:00,10.37,5.34,4.23,18
7/1/2020 8:00,22.68,9.47,7.38,31
7/1/2020 9:00,25.28,9.93,7.15,30
7/1/2020 10:00,17.19,7.75,5.66,24
7/1/2020 11:00,11.85,6.85,5.13,21
7/1/2020 12:00,13.69,6.89,5.28,22
7/1/2020 13:00,19.31,8.66,6.31,26
7/1/2020 14:00,18.27,10.55,7.82,33
7/1/2020 15:00,9.11,6.62,4.74,20
7/1/2020 16:00,9.9,6.81,5.06,21
7/1/2020 17:00,16.08,7.98,5.42,23
7/1/2020 18:00,26.29,8.35,5.65,24
7/1/2020 19:00,21.83,7.59,5.18,22
7/1/2020 20:00,22.76,6.38,4.95,21
7/1/2020 21:00,25.01,6.58,5.38,22
7/1/2020 22:00,34.9,7.82,6.17,26
7/1/2020 23:00,26.03,7.93,6.17,26
7/2/2020 0:00,10.82,5.28,3.89,16
7/2/2020 1:00,5.85,5.51,4.12,17
7/2/2020 2:00,2.74,5.27,3.41,14
7/2/2020 3:00,5.08,6.04,4.15,17
7/2/2020 4:00,4.17,8.29,4.46,19
7/2/2020 5:00,2.78,7.45,3.61,15
7/2/2020 6:00,5.02,8.14,3.36,14
7/2/2020 7:00,7.61,8.19,3.96,16
7/2/2020 8:00,7.84,8.96,4.56,19
7/2/2020 9:00,5.35,10.19,4.57,19
7/2/2020 10:00,4.59,8.88,4.47,19
7/2/2020 11:00,2.56,8.03,3.77,16
7/2/2020 12:00,3.09,6.29,3.31,14
7/2/2020 13:00,3.08,7.19,3.41,14
7/2/2020 14:00,4.02,8.04,3.46,14
7/2/2020 15:00,2.55,8.78,3.25,14
7/2/2020 16:00,1.11,5.79,2.72,11
7/2/2020 17:00,2.84,7.44,3.24,14
7/2/2020 18:00,3.22,7.65,3.59,15
7/2/2020 19:00,4.33,7.83,3.72,16
7/2/2020 20:00,3.83,7.92,3.92,16
7/2/2020 21:00,4.26,7.74,3.72,16
7/2/2020 22:00,10.26,8.08,4,17
7/2/2020 23:00,10.3,7.86,4.36,18
7/3/2020 0:00,9.9,7.17,3.6,15
7/3/2020 1:00,5.31,6.35,2.94,12
7/3/2020 2:00,1,4.12,2.5,10
7/3/2020 3:00,2.18,4.01,2.52,10
7/3/2020 4:00,-0.53,3.98,2.22,9
7/3/2020 5:00,-0.47,3.49,2.02,8
7/3/2020 6:00,0.03,5.77,3.12,13
7/3/2020 7:00,3.46,6.49,3.66,15
7/3/2020 8:00,5.76,7.27,3.92,16
7/3/2020 9:00,6.25,5.7,3.13,13
7/3/2020 10:00,5.13,4.31,2.04,8
7/3/2020 11:00,4.16,2.9,1.17,5
7/3/2020 12:00,3.71,2.74,1.04,4
7/3/2020 13:00,4.58,3.81,1.82,8
7/3/2020 14:00,7.09,2.73,1.33,6
7/3/2020 15:00,5,2.76,1.74,7
7/3/2020 16:00,4.02,3.91,2.21,9
7/3/2020 17:00,4.36,5.57,3.77,16
7/3/2020 18:00,4.65,4.05,2.62,11
7/3/2020 19:00,2.48,4.3,2.68,11
7/3/2020 20:00,2.04,3.59,2.36,10
7/3/2020 21:00,2.53,4.4,2.84,12
7/3/2020 22:00,3.92,3.4,2.15,9
7/3/2020 23:00,1.93,3.66,2.13,9
7/4/2020 0:00,1.82,3.21,1.79,7
7/4/2020 1:00,1.1,4.89,2.61,11
7/4/2020 2:00,0.57,4.47,1.64,7
7/4/2020 3:00,0.2,3.29,1.16,5
7/4/2020 4:00,-0.22,2.88,0.93,4
7/4/2020 5:00,-0.57,2.53,0.8,3
7/4/2020 6:00,-0.28,2.28,0.59,2
7/4/2020 7:00,1.39,2.08,0.62,3
7/4/2020 8:00,4.67,2.59,0.85,4
7/4/2020 9:00,3.2,2.94,1.05,4
7/4/2020 10:00,1.47,2.3,0.96,4
7/4/2020 11:00,1.77,1.48,0.57,2
7/4/2020 12:00,2.16,1.47,0.72,3
7/4/2020 13:00,2.67,2.2,0.82,3
7/4/2020 14:00,2.59,2.53,1.1,5
7/4/2020 15:00,1.46,2.96,1.37,6
7/4/2020 16:00,2.37,4.07,1.81,8
7/4/2020 17:00,5.1,4.65,2.15,9
7/4/2020 18:00,2.19,4.42,2.51,10
7/4/2020 19:00,1.34,3.72,2.02,8
7/4/2020 20:00,1.53,3.77,1.99,8
7/4/2020 21:00,0.76,4.9,2.44,10
7/4/2020 22:00,-0.38,3.03,1.3,5
7/4/2020 23:00,-0.82,2.22,0.85,4
7/5/2020 0:00,-0.69,1.83,0.65,3
7/5/2020 1:00,-0.97,3.67,1.37,6
7/5/2020 2:00,-0.24,4.92,2.25,9
7/5/2020 3:00,1.94,5.06,2.37,10
7/5/2020 4:00,1.12,5.02,1.94,8
7/5/2020 5:00,0.87,5.53,2.26,9
7/5/2020 6:00,1.68,8.17,3.1,13
7/5/2020 7:00,-0.7,8.37,3.7,15
7/5/2020 8:00,-1.24,10.6,4.97,21
7/5/2020 9:00,-1.16,10.03,4.71,20
7/5/2020 10:00,-1.04,8.76,4.35,18
7/5/2020 11:00,-0.51,8.52,3.85,16
7/5/2020 12:00,-0.65,6.42,3.28,14
7/5/2020 13:00,-0.41,8.27,4.35,18
7/5/2020 14:00,0.01,14.34,6.89,29
7/5/2020 15:00,-0.01,14.13,6.62,28
7/5/2020 16:00,-0.19,12.92,6.8,28
7/5/2020 17:00,0.87,12.57,6.75,28
7/5/2020 18:00,-0.07,13.3,7.48,31
7/5/2020 19:00,-0.24,12.72,6.75,28
7/5/2020 20:00,-0.07,9.48,4.84,20
7/5/2020 21:00,-0.1,8.37,5.25,22
7/5/2020 22:00,0.19,8.49,5.28,22
7/5/2020 23:00,-0.65,12.82,7.49,31
7/6/2020 0:00,-0.83,8.93,5.32,22
7/6/2020 1:00,1.01,9.06,4.93,21
7/6/2020 2:00,4.83,8.77,4.8,20
7/6/2020 3:00,1.69,7,3.9,16
7/6/2020 4:00,4.55,9,4.66,19
7/6/2020 5:00,0.22,10.14,5.16,22
7/6/2020 6:00,3.74,10.1,5.04,21
7/6/2020 7:00,1.4,11.08,5.3,22
7/6/2020 8:00,3.31,11.87,5.42,23
7/6/2020 9:00,3.78,9.27,5.1,21
7/6/2020 10:00,3.18,8.41,4.46,19
7/6/2020 11:00,1.06,8.64,4.46,19
7/6/2020 12:00,3.49,8.78,4.53,19
7/6/2020 13:00,4.79,9.92,4.55,19
7/6/2020 14:00,2.17,8.53,4.35,18
7/6/2020 15:00,1.73,9.11,4.1,17
7/6/2020 16:00,3.04,6.89,3.32,14
7/6/2020 17:00,4.27,7.94,3.91,16
7/6/2020 18:00,3.46,8.53,4.07,17
7/6/2020 19:00,3.84,8.5,4.82,20
7/6/2020 20:00,7.39,9.34,4.57,19
7/6/2020 21:00,4.66,10.51,5.02,21
7/6/2020 22:00,6.68,8.9,4.67,19
7/6/2020 23:00,7.86,7.02,3.44,14
7/7/2020 0:00,18.55,8.86,4.67,19
7/7/2020 1:00,12.28,12.37,6.17,26
7/7/2020 2:00,3.02,10.02,4.94,21
7/7/2020 3:00,0.27,10.59,5.28,22
7/7/2020 4:00,1.49,11.23,5.32,22
7/7/2020 5:00,0.81,10.14,5.04,21
7/7/2020 6:00,2.23,9.68,5.09,21
7/7/2020 7:00,8.31,8.89,4.98,21
7/7/2020 8:00,15.13,8.47,5.07,21
7/7/2020 9:00,13.12,8.63,4.88,20
7/7/2020 10:00,16.75,9.32,4.3,18
7/7/2020 11:00,12.94,9.63,4.96,21
7/7/2020 12:00,9.72,5.64,3.6,15
7/7/2020 13:00,13.85,6.23,3.8,16
7/7/2020 14:00,13.78,4.45,3.1,13
7/7/2020 15:00,12.47,2.92,1.99,8
7/7/2020 16:00,14.6,3.2,1.88,8
7/7/2020 17:00,19.67,4.05,2.59,11
7/7/2020 18:00,26.42,3.7,2.86,12
7/7/2020 19:00,5.98,3.88,2.32,10
7/7/2020 20:00,5.19,3.58,1.76,7
7/7/2020 21:00,4.14,3.8,1.88,8
7/7/2020 22:00,6.58,4.64,2.45,10
7/7/2020 23:00,7.82,2.48,1.66,7
7/8/2020 0:00,5.31,2.5,1.36,6
7/8/2020 1:00,2.54,5.21,3.32,14
7/8/2020 2:00,0.99,2.47,1.31,5
7/8/2020 3:00,0.07,0.92,0.42,2
7/8/2020 4:00,-0.03,1.56,0.77,3
7/8/2020 5:00,0.86,1.83,1.01,4
7/8/2020 6:00,3.19,2.42,1.51,6
7/8/2020 7:00,8.05,3.21,2.23,9
7/8/2020 8:00,15.48,3.75,2.57,11
7/8/2020 9:00,13.43,4.64,3.08,13
7/8/2020 10:00,13.79,6.14,3.73,16
7/8/2020 11:00,12.93,5.39,3.35,14
7/8/2020 12:00,11.81,5.36,3.21,13
7/8/2020 13:00,6.86,5.83,3.27,14
7/8/2020 14:00,10.44,6.93,4.14,17
7/8/2020 15:00,11.81,6.31,4.12,17
7/8/2020 16:00,10.35,4.34,2.92,12
7/8/2020 17:00,11.06,3.69,2.43,10
7/8/2020 18:00,11.3,3.04,2.4,10
7/8/2020 19:00,11.27,3.43,2.75,11
7/8/2020 20:00,11.58,3.21,2.48,10
7/8/2020 21:00,6.23,2.52,2.03,8
7/8/2020 22:00,16.16,2.78,2.33,10
7/8/2020 23:00,13.63,2.69,1.97,8
7/9/2020 0:00,8.47,2.51,1.92,8
7/9/2020 1:00,7.99,2.31,1.89,8
7/9/2020 2:00,6.24,2.31,1.75,7
7/9/2020 3:00,3.98,1.81,1.28,5
7/9/2020 4:00,4.16,4.47,3.38,14
7/9/2020 5:00,2.44,3.37,2.5,10
7/9/2020 6:00,2.65,1.44,0.73,3
7/9/2020 7:00,6.14,5.49,3.47,14
7/9/2020 8:00,11.67,8.08,5.38,22
7/9/2020 9:00,9.9,7.05,4.6,19
7/9/2020 10:00,8.41,7.26,4.61,19
7/9/2020 11:00,7.94,8.08,4.96,21
7/9/2020 12:00,8.78,8.32,4.93,21
7/9/2020 13:00,10.62,10.35,5.57,23
7/9/2020 14:00,14.26,9.31,5.64,24
7/9/2020 15:00,11.5,10.29,5.45,23
7/9/2020 16:00,9.61,10,4.88,20
7/9/2020 17:00,10.6,9.9,4.42,18
7/9/2020 18:00,9.42,8.24,3.92,16
7/9/2020 19:00,10.99,8.81,4.22,18
7/9/2020 20:00,17.62,9.16,5.17,22
7/9/2020 21:00,13.9,4.62,2.1,9
7/9/2020 22:00,6.73,5.19,2.09,9
7/9/2020 23:00,5.54,3.85,1.9,8
7/10/2020 0:00,5.18,4.52,2.28,10
7/10/2020 1:00,3.7,4.46,2,8
7/10/2020 2:00,3.12,3.82,1.92,8
7/10/2020 3:00,3.23,4.27,1.85,8
7/10/2020 4:00,3.78,4.25,1.86,8
7/10/2020 5:00,3.8,5.62,2.38,10
7/10/2020 6:00,6.45,5.85,2.37,10
7/10/2020 7:00,8.21,7.21,3.24,14
7/10/2020 8:00,8.27,4.46,1.77,7
7/10/2020 9:00,4.28,4.2,1.52,6
7/10/2020 10:00,3.01,4.22,1.5,6
7/10/2020 11:00,3.3,3.14,1.34,6
7/10/2020 12:00,3.55,3.21,1.45,6
7/10/2020 13:00,4.24,4.58,1.6,7
7/10/2020 14:00,3.51,4.38,1.51,6
7/10/2020 15:00,4.16,4.48,1.5,6
7/10/2020 16:00,3.15,3.17,1.51,6
7/10/2020 17:00,3.88,3.89,1.71,7
7/10/2020 18:00,4.24,4.21,1.96,8
7/10/2020 19:00,4.08,3.44,1.48,6
7/10/2020 20:00,7.96,3.02,1.65,7
7/10/2020 21:00,7.51,3.59,2.39,10
7/10/2020 22:00,8.41,4.68,2.74,11
7/10/2020 23:00,9.04,5.6,3.08,13
7/11/2020 0:00,6.7,6.09,3.63,15
7/11/2020 1:00,8.39,5.71,3.46,14
7/11/2020 2:00,7.67,6.76,4.02,17
7/11/2020 3:00,12.28,7.54,4.55,19
7/11/2020 4:00,18.57,8.18,4.58,19
7/11/2020 5:00,4.44,8.19,4.14,17
7/11/2020 6:00,4.67,7.28,3.93,16
7/11/2020 7:00,5.53,7.2,3.61,15
7/11/2020 8:00,6.65,5.87,3.07,13
7/11/2020 9:00,4.67,4.77,2.5,10
7/11/2020 10:00,2.72,4.08,1.99,8
7/11/2020 11:00,1.91,3.41,1.76,7
7/11/2020 12:00,2.15,2.69,1.68,7
7/11/2020 13:00,2.27,3.61,1.82,8
7/11/2020 14:00,2.12,4.09,1.87,8
7/11/2020 15:00,2.34,3.8,2.05,9
7/11/2020 16:00,2.73,4.41,2.88,12
7/11/2020 17:00,2.29,4.84,3.04,13
7/11/2020 18:00,2.52,4.2,2.76,12
7/11/2020 19:00,4.58,5.25,3.02,13
7/11/2020 20:00,4.96,6.03,3.64,15
7/11/2020 21:00,6.69,6.91,4.43,18
7/11/2020 22:00,15.21,8.91,5.56,23
7/11/2020 23:00,19.01,11.31,8.02,33
7/12/2020 0:00,10.68,10.58,6.85,29
7/12/2020 1:00,3.01,10.15,5.35,22
7/12/2020 2:00,3.09,4.94,2.72,11
7/12/2020 3:00,2.85,4.85,2.51,10
7/12/2020 4:00,2.92,4.61,2.58,11
7/12/2020 5:00,3.68,4.95,2.27,9
7/12/2020 6:00,3.04,4.78,2.27,9
7/12/2020 7:00,2.52,5.09,2.54,11
7/12/2020 8:00,2.33,4.22,2.08,9
7/12/2020 9:00,2.37,3.56,1.92,8
7/12/2020 10:00,1.34,4.28,1.99,8
7/12/2020 11:00,1.65,4.41,2.01,8
7/12/2020 12:00,1.72,4.82,2.19,9
7/12/2020 13:00,2.51,5.11,2.65,11
7/12/2020 14:00,2.01,4.47,2.25,9
7/12/2020 15:00,2.12,4.82,2.31,10
7/12/2020 16:00,2.41,4.94,2.34,10
7/12/2020 17:00,3.31,8.17,4.38,18
7/12/2020 18:00,2.71,7.67,4.15,17
7/12/2020 19:00,3.87,6.71,3.42,14
7/12/2020 20:00,4.18,7.76,4.45,19
7/12/2020 21:00,5.25,5.77,2.69,11
7/12/2020 22:00,5.38,5.07,2.51,10
7/12/2020 23:00,3.07,4.62,2.42,10
7/13/2020 0:00,2.67,3.85,2.18,9
7/13/2020 1:00,1.57,3.61,1.91,8
7/13/2020 2:00,1.11,2.52,1.5,6
7/13/2020 3:00,0.8,2.71,1.45,6
7/13/2020 4:00,0.94,2.98,1.51,6
7/13/2020 5:00,0.86,2.94,1.47,6
7/13/2020 6:00,1.91,2.8,1.53,6
7/13/2020 7:00,3.97,3.25,1.63,7
7/13/2020 8:00,7.9,3.85,1.89,8
7/13/2020 9:00,9.42,4.36,1.86,8
7/13/2020 10:00,4.54,2.4,1.33,6
7/13/2020 11:00,3,3.76,2.29,10
7/13/2020 12:00,3.23,4.63,2.74,11
7/13/2020 13:00,2.32,3.78,2.04,8
7/13/2020 14:00,2.21,4.41,2.4,10
7/13/2020 15:00,3.28,4.77,2.84,12
7/13/2020 16:00,3.77,4.59,2.59,11
7/13/2020 17:00,2.75,4.95,2.74,11
7/13/2020 18:00,5.86,6.3,3.33,14
7/13/2020 19:00,8.43,5.87,3.78,16
7/13/2020 20:00,7.19,4.84,3.33,14
7/13/2020 21:00,5.68,4.69,3.16,13
7/13/2020 22:00,5.22,3.1,1.88,8
7/13/2020 23:00,4.17,3.13,2.01,8
7/14/2020 0:00,3.26,4.22,2.84,12
7/14/2020 1:00,3.5,11.49,8.44,35
7/14/2020 2:00,2.96,4.4,2.48,10
7/14/2020 3:00,1.28,3.8,2.04,8
7/14/2020 4:00,1.24,3.7,1.97,8
7/14/2020 5:00,1.32,3.31,1.78,7
7/14/2020 6:00,2.56,3.34,1.69,7
7/14/2020 7:00,5.14,5.42,2.05,9
7/14/2020 8:00,8.03,5.96,2.47,10
7/14/2020 9:00,7.79,5.66,2.32,10
7/14/2020 10:00,5.67,5.29,1.95,8
7/14/2020 11:00,4.48,4.82,2.02,8
7/14/2020 12:00,4.01,6.04,2.28,10
7/14/2020 13:00,5.46,4.67,2.3,10
7/14/2020 14:00,6.71,3.6,2.41,10
7/14/2020 15:00,7.03,3.57,2.25,9
7/14/2020 16:00,7.48,3.39,2.52,10
7/14/2020 17:00,12.1,4.02,3,12
7/14/2020 18:00,11.79,6.32,4.29,18
7/14/2020 19:00,6.88,7.42,4.77,20
7/14/2020 20:00,5.55,8.31,5.3,22
7/14/2020 21:00,4.46,9.99,6.37,27
7/14/2020 22:00,7.05,11.41,7.24,30
7/14/2020 23:00,10.4,11.61,7.45,31
7/15/2020 0:00,12.26,10.18,6.31,26
7/15/2020 1:00,7.43,9.53,5.69,24
7/15/2020 2:00,0.7,5.37,3.22,13
7/15/2020 3:00,0.57,5.59,2.97,12
7/15/2020 4:00,5.75,5.82,3.28,14
7/15/2020 5:00,8.76,6.52,3.53,15
7/15/2020 6:00,3.58,7.55,4.12,17
7/15/2020 7:00,7.5,12.19,6.13,26
7/15/2020 8:00,8.6,9.06,5.65,24
7/15/2020 9:00,6.24,9.49,5.96,25
7/15/2020 10:00,5.75,12.04,6.49,27
7/15/2020 11:00,5,8.48,4.13,17
7/15/2020 12:00,3.24,5.73,3.55,15
7/15/2020 13:00,5.69,9.32,5.05,21
7/15/2020 14:00,4.49,8.63,5.16,22
7/15/2020 15:00,4.97,10.56,6.19,26
7/15/2020 16:00,5.89,9.19,4.85,20
7/15/2020 17:00,5.54,7.37,3.69,15
7/15/2020 18:00,7.02,6.26,2.88,12
7/15/2020 19:00,5.54,5.69,3.25,14
7/15/2020 20:00,6.56,6,3.43,14
7/15/2020 21:00,7.68,5.65,3.02,13
7/15/2020 22:00,7.69,4.73,2.66,11
7/15/2020 23:00,3.91,4.67,2.62,11
7/16/2020 0:00,2.36,3.81,1.97,8
7/16/2020 1:00,1.12,2.27,1.47,6
7/16/2020 2:00,1.21,2.63,1.42,6
7/16/2020 3:00,10.15,2.77,1.75,7
7/16/2020 4:00,0.8,2.73,1.46,6
7/16/2020 5:00,1.28,2.53,1.15,5
7/16/2020 6:00,5.42,2.5,1.29,5
7/16/2020 7:00,6.95,2.74,1.3,5
7/16/2020 8:00,9.51,3.36,1.27,5
7/16/2020 9:00,5.42,3.51,1.35,6
7/16/2020 10:00,5.75,4.42,1.65,7
7/16/2020 11:00,5.67,4.44,1.65,7
7/16/2020 12:00,3.41,6.17,2.39,10
7/16/2020 13:00,2.08,10.86,3.69,15
7/16/2020 14:00,2.19,14.21,4.76,20
7/16/2020 15:00,2.17,15.99,5.11,21
7/16/2020 16:00,2.02,17.97,5.68,24
7/16/2020 17:00,2.87,16.34,4.95,21
7/16/2020 18:00,2.73,12.51,3.95,16
7/16/2020 19:00,2.72,11.84,3.9,16
7/16/2020 20:00,6.25,10.07,3.9,16
7/16/2020 21:00,9.19,10.26,4.37,18
7/16/2020 22:00,8.43,9.95,4.35,18
7/16/2020 23:00,4.67,9.65,3.85,16
7/17/2020 0:00,6.72,10.75,5.83,24
7/17/2020 1:00,17.01,10.16,4.61,19
7/17/2020 2:00,3.44,17.14,10.24,43
7/17/2020 3:00,0.72,6.73,3.87,16
7/17/2020 4:00,0.95,6.75,3.59,15
7/17/2020 5:00,1.11,6.21,3.68,15
7/17/2020 6:00,1.65,6.93,3.99,17
7/17/2020 7:00,3.83,6.35,3.49,15
7/17/2020 8:00,5.19,7.34,2.85,12
7/17/2020 9:00,6.09,8.34,2.75,11
7/17/2020 10:00,6.39,8.91,2.82,12
7/17/2020 11:00,4.69,7.19,2.69,11
7/17/2020 12:00,5.16,12.29,3.57,15
7/17/2020 13:00,4.6,92.35,40.83,114
7/17/2020 14:00,4.52,10.83,4.31,18
7/17/2020 15:00,5.96,7.71,2.85,12
7/17/2020 16:00,4.43,5.02,1.94,8
7/17/2020 17:00,4.59,3.67,1.73,7
7/17/2020 18:00,4.35,3.99,1.95,8
7/17/2020 19:00,4.78,5.13,2.26,9
7/17/2020 20:00,4.91,6.14,2.87,12
7/17/2020 21:00,4.04,7.01,3.38,14
7/17/2020 22:00,8.42,7.63,4.37,18
7/17/2020 22:01,0,0,0,0
7/17/2020 23:01,0,0,0,0
7/18/2020 0:00,1.31,7.55,4.26,18
7/18/2020 1:00,1.39,6.78,4.31,18
7/18/2020 2:00,1.06,6.09,3.85,16
7/18/2020 3:00,0.62,4.72,2.88,12
7/18/2020 4:00,0.7,3.36,1.98,8
7/18/2020 5:00,1.11,2.78,1.5,6
7/18/2020 6:00,3.95,1.99,0.59,2
7/18/2020 7:00,3.05,2.04,0.56,2
7/18/2020 8:00,3.73,1.95,0.8,3
7/18/2020 9:00,8.22,3.23,1.26,5
7/18/2020 10:00,9.21,2.95,1.41,6
7/18/2020 11:00,6.08,4.31,2.01,8
7/18/2020 12:00,4.38,4.56,2.2,9
7/18/2020 13:00,2.68,5.26,2.66,11
7/18/2020 14:00,3.33,4.85,2.68,11
7/18/2020 15:00,2.78,5.11,2.7,11
7/18/2020 16:00,2.59,5.07,2.83,12
7/18/2020 17:00,3.23,5.06,2.9,12
7/18/2020 18:00,2.88,4.91,2.83,12
7/18/2020 19:00,3.48,5.29,2.83,12
7/18/2020 20:00,4.65,5.07,2.71,11
7/18/2020 21:00,5.62,4.82,2.68,11
7/18/2020 22:00,8.05,7.79,3.96,16
7/18/2020 23:00,8.95,8.37,4.57,19
7/19/2020 0:00,3.57,11.42,6.23,26
7/19/2020 1:00,4.15,12.87,6.25,26
7/19/2020 2:00,4.06,12.99,6.95,29
7/19/2020 3:00,5.22,15.39,8.37,35
7/19/2020 4:00,6.49,15.98,8.21,34
7/19/2020 5:00,9.8,14.39,7.14,30
7/19/2020 6:00,11.94,15.9,7.68,32
7/19/2020 7:00,13.87,15.4,7.53,31
7/19/2020 8:00,3.98,14.67,7.31,30
7/19/2020 9:00,2.42,14.06,7.3,30
7/19/2020 10:00,1.82,13.86,7.06,29
7/19/2020 11:00,1.48,11.99,6.02,25
7/19/2020 12:00,1.36,9.65,5.09,21
7/19/2020 13:00,1.55,7.38,3.96,16
7/19/2020 14:00,1.51,8.04,4.06,17
7/19/2020 15:00,1.54,7.03,3.53,15
7/19/2020 16:00,1.75,6.34,3.33,14
7/19/2020 17:00,1.97,5.9,3.01,13
7/19/2020 18:00,1.54,4.52,2.42,10
7/19/2020 19:00,1.75,3.65,1.9,8
7/19/2020 20:00,3.38,5.03,2.48,10
7/19/2020 21:00,4.37,4.6,2.31,10
7/19/2020 22:00,6.21,4.98,2.52,10
7/19/2020 23:00,14.29,5.82,3.08,13
7/20/2020 0:00,10.83,6.38,3.54,15
7/20/2020 1:00,8.32,6.4,3.75,16
7/20/2020 2:00,6.16,6.64,3.28,14
7/20/2020 3:00,4.25,8.1,4.85,20
7/20/2020 4:00,11.96,12,8.25,34
7/20/2020 5:00,18.66,11.1,7.71,32
7/20/2020 6:00,13.78,15.12,10.52,44
7/20/2020 7:00,19.29,7.79,3.76,16
7/20/2020 8:00,12.5,7.38,3.45,14
7/20/2020 9:00,9.85,8.66,3.84,16
7/20/2020 10:00,6.68,8.64,3.9,16
7/20/2020 11:00,4.08,7.08,3.03,13
7/20/2020 12:00,2.68,5.68,2.49,10
7/20/2020 13:00,2.73,6.6,2.48,10
7/20/2020 14:00,3.01,4.61,2.23,9
7/20/2020 15:00,3.82,7.12,3.01,13
7/20/2020 16:00,4.74,17.78,13.14,53
7/20/2020 17:00,3.83,5.57,2.92,12
7/20/2020 18:00,4,6.29,3.02,13
7/20/2020 19:00,3.96,5.97,2.79,12
7/20/2020 20:00,7.3,5.98,2.57,11
7/20/2020 21:00,23.43,8.41,3.83,16
7/20/2020 22:00,28.9,9.31,5.08,21
7/20/2020 23:00,23.7,11.65,7,29
7/21/2020 0:00,35.76,11.48,6.74,28
7/21/2020 1:00,32.7,12.17,6.58,27
7/21/2020 2:00,22.96,16.3,10.32,43
7/21/2020 3:00,18.53,15.45,10.04,42
7/21/2020 4:00,18.37,14.44,9.57,40
7/21/2020 5:00,13.65,9.89,6.3,26
7/21/2020 6:00,16.47,8.45,4.86,20
7/21/2020 7:00,19.5,9.54,4.75,20
7/21/2020 8:00,22.01,8.37,4.27,18
7/21/2020 9:00,22.87,11.89,4.33,18
7/21/2020 10:00,13.06,10.95,3.55,15
7/21/2020 11:00,8.76,8.25,2.85,12
7/21/2020 12:00,6.12,8.83,3.03,13
7/21/2020 13:00,8.6,9.83,3.39,14
7/21/2020 14:00,16.58,10.61,3.93,16
7/21/2020 15:00,7.77,9.67,3.41,14
7/21/2020 16:00,7.44,8.93,3.13,13
7/21/2020 17:00,7.57,8.25,3.11,13
7/21/2020 18:00,8.27,8.25,3.29,14
7/21/2020 19:00,8.5,8.96,3.89,16
7/21/2020 20:00,12.13,9.77,4.87,20
7/21/2020 21:00,21.67,10.61,6.01,25
7/21/2020 22:00,28.79,11.87,6.8,28
7/21/2020 23:00,22.08,14.88,7.63,32
7/22/2020 0:00,9.17,11.31,5.26,22
7/22/2020 1:00,4.87,10.24,4.25,18
7/22/2020 2:00,7.42,9.86,4.25,18
7/22/2020 3:00,3.98,6.6,3.28,14
7/22/2020 4:00,4.13,6.32,3.25,14
7/22/2020 5:00,4.61,6.64,3.43,14
7/22/2020 6:00,6.76,6.88,3.84,16
7/22/2020 7:00,15.41,6.97,4,17
7/22/2020 8:00,31.08,10.28,3.98,17
7/22/2020 9:00,9.62,4.29,2.58,11
7/22/2020 10:00,8.94,4.57,2.65,11
7/22/2020 11:00,3.93,4.51,2.42,10
7/22/2020 12:00,4.18,4.41,2.49,10
7/22/2020 13:00,3.7,4.72,2.47,10
7/22/2020 14:00,4.47,4.86,2.54,11
7/22/2020 15:00,4.44,5.62,2.38,10
7/22/2020 16:00,4.21,4.83,2.12,9
7/22/2020 17:00,4.77,3.24,1.73,7
7/22/2020 18:00,5.98,2.61,1.5,6
7/22/2020 19:00,3.97,2.72,1.79,7
7/22/2020 20:00,5.94,4.4,2.85,12
7/22/2020 21:00,7.13,6.45,4.58,19
7/22/2020 22:00,7.01,5.64,4.14,17
7/22/2020 23:00,12.94,7.38,5.09,21
7/23/2020 0:00,8.86,9,5.76,24
7/23/2020 1:00,2.88,9.91,6.05,25
7/23/2020 2:00,2.52,9.29,5.59,23
7/23/2020 3:00,2.13,7.96,4.96,21
7/23/2020 4:00,2.93,7.39,4.59,19
7/23/2020 5:00,1.96,5.48,3.41,14
7/23/2020 6:00,4.59,5.83,3.7,15
7/23/2020 7:00,9.37,5.5,2.87,12
